,age,job,marital,loan,day,duration,pdays,previous,poutcome,y
1548,32,services,single,no,14,362,287,13,failure,no
1549,41,self-employed,married,no,11,49,-1,0,unknown,no
1550,40,blue-collar,married,no,6,410,-1,0,unknown,no
1551,33,blue-collar,married,yes,8,253,-1,0,unknown,no
1552,33,management,single,no,19,570,-1,0,unknown,no
1553,34,blue-collar,married,no,24,633,-1,0,unknown,no
1554,36,services,married,no,6,82,-1,0,unknown,no
1555,34,entrepreneur,married,yes,8,164,-1,0,unknown,no
1556,55,management,married,yes,9,175,-1,0,unknown,no
1557,28,student,single,no,15,659,-1,0,unknown,yes
1558,29,admin.,single,no,17,139,-1,0,unknown,no
1559,31,admin.,single,no,4,43,-1,0,unknown,no
1560,52,management,married,no,22,343,-1,0,unknown,no
1561,54,services,married,yes,19,74,152,1,success,no
1562,43,blue-collar,married,no,15,302,-1,0,unknown,no
1563,55,entrepreneur,married,no,14,455,-1,0,unknown,no
1564,28,blue-collar,divorced,no,28,126,-1,0,unknown,no
1565,45,unemployed,divorced,yes,18,107,-1,0,unknown,no
1566,45,entrepreneur,married,no,14,120,-1,0,unknown,no
1567,51,management,married,no,18,727,-1,0,unknown,no
1568,42,technician,single,no,7,275,-1,0,unknown,no
1570,34,management,married,no,18,61,-1,0,unknown,no
1571,36,blue-collar,married,no,15,232,365,5,other,no
1572,37,blue-collar,married,no,10,214,-1,0,unknown,no
1573,50,blue-collar,married,no,11,21,-1,0,unknown,no
1574,42,management,divorced,no,16,138,-1,0,unknown,yes
1575,34,blue-collar,single,no,18,173,299,2,other,no
1576,48,management,married,no,16,635,-1,0,unknown,no
1577,47,admin.,married,yes,14,77,-1,0,unknown,no
1578,40,management,married,no,12,73,-1,0,unknown,no
1579,37,management,married,no,18,540,115,3,failure,no
1580,38,blue-collar,married,no,3,179,-1,0,unknown,no
1581,29,technician,single,no,17,119,-1,0,unknown,no
1582,46,blue-collar,married,no,20,107,167,1,other,no
1583,26,blue-collar,married,no,19,48,-1,0,unknown,no
1584,30,services,single,no,29,447,-1,0,unknown,no
1585,42,blue-collar,married,no,17,430,-1,0,unknown,no
1586,42,management,single,no,7,64,-1,0,unknown,no
1587,31,admin.,single,no,28,217,-1,0,unknown,no
1588,37,management,single,no,7,77,-1,0,unknown,no
1589,26,blue-collar,married,no,26,16,-1,0,unknown,no
1590,54,blue-collar,married,no,4,753,-1,0,unknown,no
1591,70,retired,married,no,26,125,182,1,failure,no
1592,29,self-employed,single,yes,28,1210,-1,0,unknown,no
1593,50,services,married,no,9,185,-1,0,unknown,no
1594,60,unemployed,divorced,no,4,80,-1,0,unknown,no
1595,32,technician,single,no,19,156,-1,0,unknown,no
1596,32,technician,married,yes,29,403,-1,0,unknown,no
1597,34,self-employed,single,no,17,145,-1,0,unknown,no
1598,48,services,single,no,12,17,-1,0,unknown,no
1599,25,student,married,no,9,160,-1,0,unknown,no
1600,32,management,married,yes,18,486,181,2,failure,no
1601,32,blue-collar,married,no,3,321,-1,0,unknown,no
1602,47,admin.,divorced,no,9,203,-1,0,unknown,no
1603,32,technician,married,no,31,646,198,2,success,no
1604,49,management,single,no,8,97,-1,0,unknown,yes
1605,53,services,married,yes,16,144,-1,0,unknown,no
1606,41,blue-collar,single,no,20,30,-1,0,unknown,no
1607,47,management,divorced,yes,15,82,-1,0,unknown,no
1608,35,blue-collar,married,no,13,326,-1,0,unknown,no
1609,33,management,single,no,19,414,-1,0,unknown,no
1610,49,blue-collar,married,no,16,285,-1,0,unknown,no
1611,46,management,divorced,no,11,716,-1,0,unknown,yes
1612,29,management,divorced,yes,28,449,-1,0,unknown,no
1613,58,self-employed,married,no,17,16,-1,0,unknown,no
1614,40,admin.,single,no,2,65,-1,0,unknown,no
1615,34,management,married,no,18,138,-1,0,unknown,no
1616,60,retired,married,no,10,121,-1,0,unknown,no
1617,43,management,married,no,27,140,-1,0,unknown,no
1618,50,blue-collar,married,no,18,256,-1,0,unknown,no
1619,33,blue-collar,married,no,31,61,-1,0,unknown,no
1620,37,blue-collar,married,no,14,367,-1,0,unknown,no
1621,55,self-employed,married,no,14,9,174,12,other,no
1622,45,blue-collar,single,yes,15,395,-1,0,unknown,no
1623,47,blue-collar,married,yes,21,125,-1,0,unknown,no
1624,58,technician,married,no,16,580,-1,0,unknown,no
1625,36,services,married,no,7,15,316,1,failure,no
1626,55,technician,married,no,30,119,-1,0,unknown,no
1627,31,blue-collar,married,no,20,26,-1,0,unknown,no
1628,38,technician,married,yes,17,224,180,1,failure,no
1629,42,blue-collar,married,no,29,285,-1,0,unknown,no
1630,32,management,divorced,no,8,399,-1,0,unknown,no
1631,39,blue-collar,married,no,30,88,-1,0,unknown,no
1632,41,technician,married,no,6,185,-1,0,unknown,no
1633,59,blue-collar,married,no,28,98,154,6,failure,no
1634,42,unemployed,divorced,no,28,97,169,3,failure,no
1635,33,blue-collar,married,no,14,72,370,1,failure,no
1636,53,retired,married,no,6,109,87,2,failure,no
1637,43,blue-collar,married,no,6,208,-1,0,unknown,no
1638,39,self-employed,single,no,18,1029,-1,0,unknown,yes
1639,27,entrepreneur,single,yes,5,273,-1,0,unknown,no
1640,39,management,married,no,23,130,-1,0,unknown,no
1641,27,blue-collar,single,no,26,590,-1,0,unknown,no
1642,33,admin.,married,no,19,107,-1,0,unknown,no
1643,29,services,divorced,no,12,88,-1,0,unknown,no
1644,33,management,divorced,no,13,305,-1,0,unknown,no
1645,41,entrepreneur,married,no,19,90,-1,0,unknown,no
1646,38,technician,single,no,17,222,-1,0,unknown,no
1647,30,management,married,no,9,127,-1,0,unknown,no
1648,58,unemployed,married,no,28,38,-1,0,unknown,no
1649,37,services,single,no,14,380,-1,0,unknown,no
1650,36,admin.,divorced,no,7,244,313,1,failure,no
1651,45,blue-collar,married,no,28,189,-1,0,unknown,no
1652,23,technician,single,no,4,217,-1,0,unknown,no
1653,53,blue-collar,married,no,28,388,181,1,success,yes
1654,44,blue-collar,married,no,20,22,-1,0,unknown,no
1655,32,technician,single,no,13,289,-1,0,unknown,no
1656,32,management,married,no,21,221,-1,0,unknown,no
1657,38,admin.,married,yes,31,129,-1,0,unknown,no
1658,47,blue-collar,married,no,4,147,264,4,other,no
1659,34,services,single,no,23,299,-1,0,unknown,no
1660,52,services,married,no,15,543,-1,0,unknown,no
1661,45,admin.,single,no,5,247,-1,0,unknown,no
1662,50,blue-collar,married,no,8,166,-1,0,unknown,no
1663,52,blue-collar,divorced,no,15,755,-1,0,unknown,yes
1664,37,blue-collar,married,no,27,336,-1,0,unknown,no
1665,51,blue-collar,married,no,29,619,-1,0,unknown,no
1666,32,management,married,no,5,159,350,2,failure,no
1667,33,blue-collar,married,yes,23,29,-1,0,unknown,no
1668,28,unemployed,married,no,4,606,-1,0,unknown,no
1669,66,management,married,no,23,971,-1,0,unknown,no
1670,31,services,single,no,28,231,-1,0,unknown,no
1671,35,blue-collar,married,no,7,163,-1,0,unknown,no
1672,47,services,single,no,19,385,-1,0,unknown,yes
1673,36,admin.,single,no,24,119,-1,0,unknown,no
1674,32,technician,single,yes,29,348,-1,0,unknown,no
1675,34,blue-collar,married,no,31,30,-1,0,unknown,no
1676,40,admin.,married,no,7,249,169,1,failure,no
1677,33,self-employed,married,no,4,119,-1,0,unknown,no
1678,39,blue-collar,married,no,8,177,-1,0,unknown,no
1679,38,self-employed,married,no,28,110,-1,0,unknown,no
1680,32,technician,single,no,18,594,-1,0,unknown,yes
1682,34,unemployed,single,no,12,123,-1,0,unknown,no
1683,34,admin.,single,yes,6,172,-1,0,unknown,no
1684,42,blue-collar,single,yes,8,178,-1,0,unknown,no
1685,31,services,married,yes,6,230,-1,0,unknown,no
1686,47,technician,married,no,20,89,-1,0,unknown,no
1687,44,technician,divorced,no,15,118,-1,0,unknown,no
1688,38,housemaid,married,no,28,143,-1,0,unknown,no
1689,28,management,single,no,19,7,-1,0,unknown,no
1690,46,admin.,single,no,13,104,-1,0,unknown,no
1691,51,blue-collar,divorced,yes,2,220,-1,0,unknown,no
1692,42,management,divorced,no,20,85,-1,0,unknown,no
1693,37,technician,single,no,16,91,-1,0,unknown,yes
1694,58,unemployed,married,no,5,19,-1,0,unknown,no
1695,43,admin.,married,no,19,574,84,3,success,yes
1696,36,management,single,no,7,49,-1,0,unknown,no
1697,34,blue-collar,married,yes,2,171,193,2,other,no
1698,31,management,single,no,2,258,73,1,failure,yes
1699,49,technician,married,no,18,41,-1,0,unknown,no
1700,54,management,married,no,20,83,-1,0,unknown,no
1701,29,unemployed,single,no,30,95,-1,0,unknown,no
1702,51,retired,divorced,no,30,78,-1,0,unknown,no
1703,40,unemployed,divorced,no,2,134,266,7,failure,no
1704,35,management,single,no,22,215,-1,0,unknown,yes
1705,25,student,single,no,26,226,-1,0,unknown,yes
1706,32,blue-collar,single,no,17,1275,-1,0,unknown,yes
1707,30,self-employed,married,yes,17,66,85,5,other,no
1708,38,management,married,no,7,196,-1,0,unknown,no
1709,46,admin.,married,no,27,229,-1,0,unknown,yes
1710,43,unemployed,married,yes,15,241,-1,0,unknown,no
1711,32,technician,single,no,20,354,-1,0,unknown,no
1712,29,blue-collar,single,no,11,471,-1,0,unknown,no
1713,56,blue-collar,married,yes,30,90,232,1,failure,no
1714,57,technician,married,no,5,58,-1,0,unknown,no
1715,38,admin.,married,no,21,379,-1,0,unknown,no
1716,51,technician,married,no,20,12,-1,0,unknown,no
1717,35,admin.,single,yes,30,67,-1,0,unknown,no
1718,37,blue-collar,married,no,18,165,-1,0,unknown,no
1719,48,management,married,no,8,1032,141,7,failure,yes
1720,30,blue-collar,single,no,23,84,-1,0,unknown,no
1721,60,retired,married,no,18,393,-1,0,unknown,no
1722,56,management,married,no,19,808,-1,0,unknown,no
1723,45,blue-collar,married,no,7,923,-1,0,unknown,no
1724,38,technician,divorced,no,11,63,-1,0,unknown,no
1725,20,student,single,no,12,274,-1,0,unknown,no
1726,59,retired,married,no,27,84,-1,0,unknown,no
1727,34,technician,married,no,20,78,-1,0,unknown,yes
1728,36,blue-collar,married,no,20,41,-1,0,unknown,no
1729,53,admin.,single,no,2,317,180,2,failure,yes
1730,51,management,married,no,5,138,-1,0,unknown,no
1731,58,retired,married,no,27,88,-1,0,unknown,no
1732,48,management,married,no,29,413,-1,0,unknown,no
1733,56,management,married,no,5,139,-1,0,unknown,no
1734,51,blue-collar,married,no,8,82,-1,0,unknown,no
1735,35,blue-collar,married,no,20,12,-1,0,unknown,no
1736,40,admin.,single,no,11,221,461,1,success,yes
1737,59,housemaid,married,no,9,38,-1,0,unknown,no
1738,44,management,divorced,yes,21,661,-1,0,unknown,no
1739,49,housemaid,married,no,7,388,-1,0,unknown,yes
1740,35,admin.,married,no,28,151,-1,0,unknown,no
1741,41,management,married,no,25,140,-1,0,unknown,no
1742,55,retired,married,no,8,124,-1,0,unknown,no
1743,51,self-employed,married,yes,7,200,-1,0,unknown,no
1744,27,services,single,no,6,101,-1,0,unknown,no
1745,57,blue-collar,married,yes,7,261,-1,0,unknown,no
1746,51,management,single,no,17,176,-1,0,unknown,no
1747,38,management,married,no,16,209,-1,0,unknown,no
1748,49,admin.,married,no,13,223,182,2,failure,yes
1749,40,technician,single,no,20,38,335,1,other,no
1750,47,housemaid,single,no,6,541,204,3,failure,no
1751,48,management,divorced,no,29,84,-1,0,unknown,no
1752,47,services,married,no,22,602,-1,0,unknown,no
1753,56,services,married,no,27,26,-1,0,unknown,no
1754,29,management,single,no,26,328,143,2,success,yes
1755,38,technician,married,no,30,762,-1,0,unknown,yes
1756,32,management,married,no,26,107,-1,0,unknown,no
1757,42,admin.,single,no,14,46,-1,0,unknown,no
1758,30,blue-collar,married,no,10,128,-1,0,unknown,no
1759,26,admin.,single,no,29,360,-1,0,unknown,no
1760,35,technician,married,no,9,524,96,5,success,yes
1761,35,technician,married,yes,1,128,-1,0,unknown,no
1762,35,self-employed,single,no,7,310,96,2,other,no
1763,57,blue-collar,married,no,21,819,-1,0,unknown,yes
1764,29,admin.,single,no,8,202,87,2,failure,no
1765,32,blue-collar,single,no,9,144,-1,0,unknown,no
1766,45,technician,married,no,24,311,-1,0,unknown,no
1767,51,management,single,no,15,415,375,1,failure,yes
1768,31,technician,single,no,12,93,-1,0,unknown,no
1769,50,self-employed,married,no,6,101,-1,0,unknown,no
1770,38,blue-collar,single,no,7,72,-1,0,unknown,no
1771,37,management,married,no,22,282,-1,0,unknown,no
1772,35,management,married,no,19,210,-1,0,unknown,no
1773,37,unemployed,married,no,4,369,-1,0,unknown,no
1774,28,management,single,no,9,125,-1,0,unknown,no
1775,38,management,married,no,16,301,-1,0,unknown,no
1776,43,management,married,no,26,14,-1,0,unknown,no
1777,43,management,married,no,29,57,-1,0,unknown,no
1778,56,management,married,no,18,420,-1,0,unknown,no
1779,32,technician,single,no,14,638,175,3,success,no
1780,58,management,divorced,no,15,137,-1,0,unknown,no
1781,47,management,married,no,22,557,-1,0,unknown,no
1782,31,blue-collar,single,no,30,66,-1,0,unknown,no
1783,38,management,married,no,20,206,-1,0,unknown,no
1784,50,blue-collar,married,no,14,19,-1,0,unknown,no
1785,32,blue-collar,married,no,6,166,-1,0,unknown,no
1786,37,services,single,no,15,102,333,2,failure,no
1787,39,management,married,no,2,46,-1,0,unknown,no
1788,40,services,married,no,4,126,-1,0,unknown,no
1789,41,blue-collar,married,no,13,161,-1,0,unknown,no
1790,45,technician,married,no,8,355,-1,0,unknown,no
1791,31,admin.,married,no,14,40,-1,0,unknown,no
1792,54,services,married,no,14,143,-1,0,unknown,no
1793,39,admin.,divorced,yes,14,133,-1,0,unknown,no
1794,56,admin.,divorced,yes,9,185,-1,0,unknown,no
1795,35,admin.,single,no,20,22,-1,0,unknown,no
1796,34,management,married,no,25,184,-1,0,unknown,no
1797,31,technician,single,no,22,78,-1,0,unknown,no
1798,38,technician,married,no,22,125,-1,0,unknown,no
1799,41,technician,married,no,5,189,-1,0,unknown,no
1800,44,entrepreneur,married,no,9,300,-1,0,unknown,no
1801,49,blue-collar,married,no,28,396,-1,0,unknown,no
1802,30,services,single,no,20,340,-1,0,unknown,no
1803,31,services,single,no,20,55,-1,0,unknown,no
1804,34,management,married,no,22,238,-1,0,unknown,no
1805,70,retired,married,no,5,172,186,1,failure,no
1806,45,management,married,no,12,36,-1,0,unknown,no
1807,31,management,married,no,20,303,-1,0,unknown,no
1808,57,admin.,married,no,14,417,-1,0,unknown,no
1809,40,services,married,no,16,162,-1,0,unknown,no
1810,28,blue-collar,married,no,14,10,344,1,failure,no
1811,44,admin.,single,no,10,99,-1,0,unknown,no
1812,49,services,divorced,no,16,32,-1,0,unknown,no
1813,46,management,married,no,17,308,-1,0,unknown,no
1814,34,management,married,no,16,298,-1,0,unknown,no
1815,58,technician,married,no,12,92,-1,0,unknown,no
1816,52,services,married,yes,25,288,-1,0,unknown,no
1817,27,blue-collar,married,no,16,130,323,1,other,no
1818,48,technician,married,no,28,255,-1,0,unknown,no
1819,33,technician,divorced,yes,18,167,-1,0,unknown,no
1820,46,admin.,married,no,17,64,150,5,other,no
1821,51,housemaid,married,yes,4,166,-1,0,unknown,no
1822,31,management,married,no,13,657,-1,0,unknown,yes
1823,35,technician,divorced,yes,26,434,-1,0,unknown,no
1824,37,admin.,single,no,20,75,-1,0,unknown,no
1825,60,entrepreneur,married,no,23,40,-1,0,unknown,no
1826,40,technician,married,no,5,398,-1,0,unknown,no
1827,50,management,married,no,21,163,113,3,failure,no
1828,34,entrepreneur,married,yes,28,137,-1,0,unknown,no
1829,32,technician,married,no,4,257,-1,0,unknown,no
1830,36,services,single,no,3,231,259,1,failure,no
1831,32,admin.,single,yes,4,192,-1,0,unknown,no
1832,40,services,divorced,yes,23,186,-1,0,unknown,no
1833,37,blue-collar,married,no,6,226,363,3,other,no
1834,57,management,married,no,21,67,-1,0,unknown,no
1835,46,management,married,no,28,205,-1,0,unknown,no
1836,31,blue-collar,single,no,20,14,-1,0,unknown,no
1837,39,technician,divorced,no,6,488,-1,0,unknown,yes
1838,35,management,married,no,23,50,-1,0,unknown,no
1839,32,blue-collar,married,no,23,312,-1,0,unknown,no
1840,44,technician,divorced,no,21,163,-1,0,unknown,no
1841,41,technician,single,no,2,76,-1,0,unknown,no
1842,59,retired,divorced,no,5,150,-1,0,unknown,no
1843,39,services,married,no,17,244,-1,0,unknown,no
1844,54,management,married,no,5,207,-1,0,unknown,yes
1845,27,services,single,yes,18,113,-1,0,unknown,no
1846,51,self-employed,married,no,23,1309,-1,0,unknown,yes
1847,33,technician,single,no,25,72,-1,0,unknown,no
1848,38,blue-collar,married,no,19,551,183,1,failure,no
1849,52,entrepreneur,married,no,19,163,-1,0,unknown,no
1850,54,management,divorced,no,21,179,-1,0,unknown,no
1851,33,blue-collar,married,no,13,217,-1,0,unknown,no
1852,50,technician,married,no,2,88,-1,0,unknown,no
1853,39,blue-collar,single,yes,2,21,-1,0,unknown,no
1854,34,management,single,no,14,142,-1,0,unknown,yes
1855,41,technician,single,no,5,1056,-1,0,unknown,no
1856,48,management,divorced,no,14,72,363,2,other,no
1857,38,services,married,no,20,411,-1,0,unknown,no
1858,34,blue-collar,married,no,21,145,-1,0,unknown,no
1859,32,blue-collar,married,no,8,80,-1,0,unknown,no
1860,48,management,married,no,28,344,-1,0,unknown,no
1861,28,services,single,no,18,128,-1,0,unknown,no
1862,47,blue-collar,married,no,30,412,169,1,success,yes
1863,32,admin.,single,yes,14,908,344,7,other,no
1864,32,admin.,married,no,17,819,-1,0,unknown,no
1865,38,management,married,no,5,210,-1,0,unknown,no
1866,86,retired,married,no,18,165,101,1,other,no
1867,47,technician,married,no,28,118,-1,0,unknown,no
1868,42,management,married,yes,6,159,343,2,failure,no
1869,44,management,married,yes,9,618,-1,0,unknown,no
1870,25,student,single,no,23,102,210,2,other,no
1871,34,services,divorced,no,6,89,344,1,failure,no
1872,34,admin.,married,no,8,401,-1,0,unknown,yes
1873,53,blue-collar,married,no,15,200,-1,0,unknown,no
1874,42,blue-collar,married,no,30,152,-1,0,unknown,no
1875,30,blue-collar,single,no,14,203,183,2,failure,no
1876,26,blue-collar,single,no,18,827,-1,0,unknown,yes
1877,40,services,married,no,15,735,-1,0,unknown,no
1878,34,technician,single,yes,28,185,-1,0,unknown,no
1879,34,services,married,no,8,149,-1,0,unknown,no
1880,40,management,married,yes,29,303,-1,0,unknown,no
1881,36,management,married,no,3,71,-1,0,unknown,no
1882,34,technician,single,no,6,445,345,2,failure,no
1883,32,blue-collar,single,no,18,232,-1,0,unknown,no
1884,39,technician,married,no,30,144,248,2,failure,no
1885,36,technician,married,no,19,209,-1,0,unknown,no
1886,39,technician,divorced,no,10,691,180,5,failure,yes
1887,33,management,married,no,23,415,-1,0,unknown,no
1888,34,blue-collar,single,no,7,273,-1,0,unknown,no
1889,42,management,married,no,8,376,-1,0,unknown,yes
1890,46,technician,married,no,31,37,-1,0,unknown,no
1891,32,management,single,yes,20,148,-1,0,unknown,no
1892,27,services,married,no,16,57,-1,0,unknown,no
1893,35,technician,divorced,no,8,461,-1,0,unknown,no
1894,53,technician,married,no,17,198,-1,0,unknown,no
1895,29,services,single,no,30,327,-1,0,unknown,no
1896,35,management,single,no,29,669,-1,0,unknown,no
1897,49,management,married,no,29,165,-1,0,unknown,no
1898,58,management,married,no,19,58,-1,0,unknown,no
1899,40,management,single,no,29,1473,-1,0,unknown,yes
1900,19,student,single,no,11,123,-1,0,unknown,no
1901,30,student,single,no,6,289,-1,0,unknown,no
1902,34,technician,single,yes,25,239,-1,0,unknown,no
1903,60,retired,married,no,7,1386,-1,0,unknown,no
1904,28,student,single,no,28,294,105,7,other,yes
1905,46,management,married,no,18,910,184,4,success,yes
1906,49,blue-collar,divorced,no,27,550,-1,0,unknown,no
1907,59,management,divorced,no,21,75,-1,0,unknown,no
1908,44,technician,single,yes,14,100,-1,0,unknown,no
1909,33,technician,married,no,21,204,-1,0,unknown,no
1910,54,retired,married,no,14,155,177,7,failure,no
1911,26,blue-collar,married,no,4,46,-1,0,unknown,no
